stream_id,fecha,cancion_id,plataforma_id,pais_usuario,reproducciones,ingresos_usd
32297,2024-05-13,247,5,CO,12796,63.98
32298,2025-03-07,878,1,BR,27272,109.09
32299,2025-07-10,868,5,US,21048,105.24
32300,2024-10-02,657,5,ES,6797,33.98
32301,2024-05-14,198,1,BR,22952,91.81
32302,2025-11-03,462,5,ES,26245,131.22
32303,2024-03-20,645,4,BR,31015,372.18
32304,2026-01-27,374,1,CL,47799,191.2
32305,2024-10-11,326,1,US,43014,172.06
32306,2024-01-27,304,5,BR,8449,42.24
32307,2026-03-10,385,1,US,23792,95.17
32308,2024-01-10,585,4,MX,26045,312.54
32309,2025-10-22,963,1,BR,49137,196.55
32310,2025-12-23,948,2,CL,18077,18.08
32311,2024-09-12,891,2,BR,7308,7.31
32312,2026-02-20,324,2,AR,26962,26.96
32313,2024-05-13,128,2,ES,45347,45.35
32314,2025-06-22,238,1,CO,27912,111.65
32315,2026-03-23,873,1,US,45493,181.97
32316,2026-01-05,819,4,AR,32605,391.26
32317,2025-12-27,59,1,MX,24882,99.53
32318,2024-11-23,721,1,AR,12167,48.67
32319,2025-08-19,408,3,MX,38708,270.96
32320,2024-06-24,706,2,CL,30734,30.73
32321,2024-04-12,729,3,CO,15567,108.97
32322,2025-09-13,898,1,BR,2217,8.87
32323,2024-10-16,250,1,AR,8418,33.67
32324,2024-06-10,652,4,AR,47208,566.5
32325,2025-05-28,321,1,CO,35413,141.65
32326,2024-09-11,452,4,US,8025,96.3
32327,2024-11-29,756,3,MX,29016,203.11
32328,2025-04-17,67,5,BR,46979,234.9
32329,2024-03-24,401,3,AR,43097,301.68
32330,2025-05-14,731,4,US,44613,535.36
32331,2025-07-02,893,2,BR,46707,46.71
32332,2025-12-26,985,2,CL,5448,5.45
32333,2025-10-09,148,2,CO,36325,36.33
32334,2025-10-04,40,2,BR,14941,14.94
32335,2025-02-07,873,5,US,42832,214.16
32336,2024-12-30,42,2,CL,4277,4.28
32337,2025-11-06,425,3,AR,19362,135.53
32338,2024-08-20,395,1,BR,11782,47.13
32339,2025-06-02,212,1,MX,3799,15.2
32340,2024-05-27,203,4,MX,38773,465.28
32341,2025-12-22,173,1,ES,21276,85.1
32342,2025-08-25,607,1,MX,9961,39.84
32343,2025-08-06,832,2,ES,38383,38.38
32344,2025-06-14,346,4,MX,48511,582.13
32345,2025-01-02,861,2,ES,9691,9.69
32346,2025-05-08,144,1,AR,15236,60.94
32347,2024-03-05,267,1,ES,46204,184.82
32348,2024-02-15,276,3,MX,15243,106.7
32349,2024-10-08,826,2,AR,19894,19.89
32350,2024-05-15,102,5,CL,16456,82.28
32351,2024-10-05,514,1,ES,18257,73.03
32352,2026-03-02,393,5,CO,40313,201.56
32353,2024-03-14,862,1,CO,40397,161.59
32354,2025-10-23,566,4,AR,43329,519.95
32355,2025-11-11,845,2,CL,25828,25.83
32356,2024-11-14,706,3,ES,5038,35.27
32357,2024-07-10,3,1,CL,12781,51.12
32358,2024-08-09,559,2,CO,9611,9.61
32359,2024-02-10,415,1,ES,31256,125.02
32360,2026-03-23,342,4,BR,14961,179.53
32361,2024-04-29,851,1,ES,8830,35.32
32362,2025-08-12,856,1,ES,49968,199.87
32363,2025-06-03,684,4,CL,18570,222.84
32364,2025-02-17,675,4,CO,21373,256.48
32365,2024-10-27,536,1,ES,31974,127.9
32366,2025-10-09,380,2,ES,14431,14.43
32367,2025-06-17,331,3,CO,6707,46.95
32368,2025-03-10,180,2,MX,7562,7.56
32369,2024-12-03,955,5,CL,7036,35.18
32370,2024-04-01,788,1,CO,10933,43.73
32371,2024-12-24,105,1,US,24655,98.62
32372,2025-07-14,933,3,ES,32111,224.78
32373,2025-07-13,245,1,CL,10610,42.44
32374,2025-06-21,828,1,MX,24155,96.62
32375,2025-12-21,683,2,BR,7617,7.62
32376,2026-01-26,627,3,CL,45361,317.53
32377,2025-09-28,483,1,ES,17644,70.58
32378,2024-05-04,252,1,MX,24643,98.57
32379,2024-06-16,633,3,MX,30883,216.18
32380,2025-07-14,509,3,AR,7449,52.14
32381,2025-06-19,93,5,CL,32217,161.09
32382,2026-02-13,544,2,ES,24435,24.44
32383,2024-07-22,41,3,AR,49594,347.16
32384,2025-06-25,78,5,CO,26576,132.88
32385,2024-07-30,409,2,ES,39711,39.71
32386,2025-01-16,35,3,BR,19845,138.91
32387,2025-02-01,426,1,ES,47854,191.42
32388,2025-08-16,934,1,BR,15328,61.31
32389,2025-12-23,241,1,US,13949,55.8
32390,2025-07-27,357,5,CO,45825,229.12
32391,2024-07-20,576,3,CL,36396,254.77
32392,2024-09-27,866,1,ES,9978,39.91
32393,2025-12-06,216,2,CL,23827,23.83
32394,2025-03-03,166,1,CL,47047,188.19
32395,2024-08-04,281,4,AR,45800,549.6
32396,2024-01-06,399,2,CL,20070,20.07
32397,2025-10-21,969,5,AR,21425,107.12
32398,2025-09-06,93,1,CO,41717,166.87
32399,2025-05-31,80,1,CO,3694,14.78
32400,2025-02-19,135,2,CO,21520,21.52
32401,2026-01-15,715,4,BR,18289,219.47
32402,2026-03-17,259,3,AR,212,1.48
32403,2025-05-13,702,2,CO,37385,37.38
32404,2025-09-30,975,4,AR,10385,124.62
32405,2024-03-20,383,1,BR,5910,23.64
32406,2024-12-06,79,2,CL,27799,27.8
32407,2024-07-07,668,1,MX,9332,37.33
32408,2025-02-04,873,5,MX,31647,158.24
32409,2025-10-04,692,1,US,16235,64.94
32410,2024-12-23,1,4,CO,39672,476.06
32411,2024-04-29,179,5,MX,6789,33.95
32412,2025-10-05,65,3,AR,36096,252.67
32413,2025-03-18,534,5,CL,43820,219.1
32414,2025-03-03,470,2,CL,11806,11.81
32415,2025-06-24,604,1,BR,25623,102.49
32416,2025-07-29,719,1,CO,2256,9.02
32417,2025-01-24,853,3,BR,28557,199.9
32418,2024-10-21,570,1,CL,41868,167.47
32419,2025-02-27,718,2,US,44672,44.67
32420,2026-01-08,412,1,CO,2884,11.54
32421,2025-05-28,696,1,CL,38923,155.69
32422,2026-03-02,572,1,MX,37663,150.65
32423,2024-10-21,786,2,CL,37548,37.55
32424,2025-11-21,578,3,AR,16799,117.59
32425,2024-12-30,428,2,CL,47442,47.44
32426,2024-07-10,997,3,BR,19923,139.46
32427,2026-02-11,744,3,ES,40200,281.4
32428,2025-08-28,999,2,CL,12040,12.04
32429,2024-10-27,526,1,AR,41163,164.65
32430,2024-03-15,929,4,AR,36720,440.64
32431,2026-02-21,949,4,BR,43123,517.48
32432,2024-07-31,410,2,AR,20673,20.67
32433,2024-09-27,43,1,MX,3596,14.38
32434,2024-04-15,806,1,AR,9841,39.36
32435,2024-10-31,509,3,ES,29972,209.8
32436,2025-01-16,218,5,BR,32416,162.08
32437,2024-12-08,552,1,ES,31951,127.8
32438,2025-10-10,711,2,CL,9937,9.94
32439,2024-06-29,758,3,AR,24324,170.27
32440,2025-06-24,865,1,AR,21463,85.85
32441,2024-07-08,850,2,CL,43297,43.3
32442,2025-11-01,974,4,US,19996,239.95
32443,2024-12-26,416,3,MX,47253,330.77
32444,2025-01-17,828,5,CL,45543,227.72
32445,2026-01-22,133,1,MX,15581,62.32
32446,2026-02-07,752,1,ES,15464,61.86
32447,2025-01-06,970,3,MX,12462,87.23
32448,2025-10-10,260,5,ES,45407,227.03
32449,2026-03-03,654,4,AR,9196,110.35
32450,2025-02-26,675,2,MX,43213,43.21
32451,2024-11-09,75,1,US,24408,97.63
32452,2024-01-25,38,5,AR,48058,240.29
32453,2025-12-08,647,5,ES,2237,11.19
32454,2025-10-20,310,2,CL,9209,9.21
32455,2025-07-20,335,3,AR,17830,124.81
32456,2026-02-16,701,5,BR,4208,21.04
32457,2025-04-13,30,5,CO,22227,111.14
32458,2024-04-28,524,1,AR,26504,106.02
32459,2024-02-24,893,2,BR,1013,1.01
32460,2026-03-28,52,1,CO,13352,53.41
32461,2026-02-22,35,1,CO,21235,84.94
32462,2024-07-08,945,5,CL,8846,44.23
32463,2026-02-18,680,4,US,5368,64.42
32464,2026-01-03,319,1,CO,23753,95.01
32465,2024-03-24,368,1,MX,24139,96.56
32466,2025-05-17,865,1,MX,22908,91.63
32467,2025-03-13,802,3,MX,25583,179.08
32468,2025-02-14,862,2,AR,2434,2.43
32469,2025-01-04,626,1,ES,39843,159.37
32470,2025-11-05,233,1,US,25522,102.09
32471,2025-06-22,49,1,US,27898,111.59
32472,2026-01-28,810,1,AR,40476,161.9
32473,2025-02-01,82,2,BR,25119,25.12
32474,2024-05-25,38,2,US,5170,5.17
32475,2026-01-09,190,4,BR,390,4.68
32476,2024-10-25,967,3,CO,10173,71.21
32477,2024-10-11,613,2,MX,37163,37.16
32478,2024-03-12,289,4,AR,43521,522.25
32479,2024-04-03,963,3,ES,30410,212.87
32480,2024-02-18,501,3,BR,6151,43.06
32481,2024-01-06,191,5,AR,36949,184.75
32482,2025-07-06,701,1,ES,45277,181.11
32483,2025-01-14,688,2,CL,44977,44.98
32484,2025-07-01,663,1,MX,8235,32.94
32485,2026-01-30,245,2,MX,45964,45.96
32486,2024-10-30,913,1,CO,4137,16.55
32487,2024-01-06,363,1,BR,39336,157.34
32488,2024-05-13,150,2,US,49424,49.42
32489,2024-12-15,756,5,AR,7137,35.69
32490,2025-01-24,388,5,CL,9934,49.67
32491,2024-03-23,544,2,BR,47300,47.3
32492,2024-03-25,199,2,BR,28046,28.05
32493,2025-04-30,126,2,CO,23422,23.42
32494,2026-01-07,372,1,CL,7376,29.5
32495,2024-07-14,810,3,MX,10588,74.12
32496,2024-11-24,327,5,ES,48688,243.44
32497,2024-03-14,756,1,CO,16664,66.66
32498,2024-03-29,844,2,BR,16604,16.6
32499,2024-05-17,558,4,ES,47840,574.08
32500,2024-06-25,429,3,ES,13399,93.79
32501,2024-02-21,359,1,AR,12237,48.95
32502,2025-09-10,841,1,US,5915,23.66
32503,2024-10-04,357,1,CO,20009,80.04
32504,2024-02-29,860,1,AR,11468,45.87
32505,2025-09-07,178,5,BR,37136,185.68
32506,2024-04-22,622,1,AR,43013,172.05
32507,2025-03-26,801,3,CO,23394,163.76
32508,2024-02-07,728,1,MX,2315,9.26
32509,2026-01-01,284,4,ES,28223,338.68
32510,2025-12-20,784,4,US,47383,568.6
32511,2025-04-13,829,2,US,30613,30.61
32512,2024-05-18,591,5,CO,9355,46.77
32513,2025-04-26,554,1,AR,119,0.48
32514,2024-03-20,536,2,CO,5336,5.34
32515,2025-03-20,189,5,MX,35699,178.5
32516,2024-09-30,899,2,BR,23805,23.8
32517,2024-01-17,494,1,CL,43943,175.77
32518,2025-01-17,52,2,US,40781,40.78
32519,2026-03-09,544,3,US,30873,216.11
32520,2024-04-07,705,5,CL,30925,154.62
32521,2025-11-12,762,1,MX,30283,121.13
32522,2024-01-01,493,1,CL,34603,138.41
32523,2024-04-01,469,5,BR,718,3.59
32524,2025-04-10,36,4,AR,9653,115.84
32525,2026-03-04,658,1,AR,4203,16.81
32526,2024-06-21,860,1,CL,48763,195.05
32527,2024-06-01,548,1,ES,31757,127.03
32528,2024-10-11,467,1,BR,24315,97.26
32529,2024-01-21,16,1,ES,32659,130.64
32530,2025-06-06,618,5,MX,39289,196.44
32531,2024-05-15,656,5,US,40966,204.83
32532,2025-09-10,898,2,US,25853,25.85
32533,2024-08-16,523,1,BR,39748,158.99
32534,2025-04-02,215,1,MX,12991,51.96
32535,2025-02-25,929,3,CO,13637,95.46
32536,2024-04-07,371,4,US,4932,59.18
32537,2024-08-23,27,2,CO,26470,26.47
32538,2025-01-19,408,2,BR,18170,18.17
32539,2025-03-02,365,1,AR,42395,169.58
32540,2025-08-21,633,3,BR,41258,288.81
32541,2024-01-07,830,1,BR,1675,6.7
32542,2025-10-09,883,1,CO,21926,87.7
32543,2026-03-12,330,2,ES,26388,26.39
32544,2025-12-18,347,1,CO,48052,192.21
32545,2024-06-28,702,5,US,46462,232.31
32546,2025-07-30,657,2,MX,10586,10.59
32547,2025-03-06,513,2,BR,3512,3.51
32548,2025-01-26,735,2,BR,32704,32.7
32549,2024-12-01,359,1,ES,24304,97.22
32550,2025-09-05,161,4,MX,27064,324.77
32551,2025-06-12,311,1,ES,1450,5.8
32552,2024-06-16,681,5,ES,37966,189.83
32553,2025-01-17,493,1,AR,15329,61.32
32554,2025-02-18,156,5,ES,17963,89.81
32555,2025-09-22,906,1,AR,18482,73.93
32556,2024-03-07,310,1,CO,14915,59.66
32557,2024-08-12,802,2,ES,23041,23.04
32558,2024-07-15,885,4,CL,13132,157.58
32559,2024-10-03,194,2,US,2759,2.76
32560,2024-08-04,851,2,AR,1150,1.15
32561,2024-10-01,917,3,MX,38421,268.95
32562,2025-01-07,139,1,US,34103,136.41
32563,2026-01-05,549,3,CL,3638,25.47
32564,2025-07-18,596,5,AR,39980,199.9
32565,2025-03-19,462,3,MX,25587,179.11
32566,2024-09-07,921,5,BR,49613,248.06
32567,2025-02-13,699,3,US,44819,313.73
32568,2024-03-21,714,5,MX,26736,133.68
32569,2024-01-24,709,3,MX,16697,116.88
32570,2024-06-26,692,2,BR,29611,29.61
32571,2024-08-11,163,1,MX,11629,46.52
32572,2025-11-17,480,2,CO,16863,16.86
32573,2024-06-29,23,3,MX,40966,286.76
32574,2024-12-28,835,1,ES,1465,5.86
32575,2024-01-18,592,1,AR,37292,149.17
32576,2024-09-07,297,5,CL,16699,83.5
32577,2025-10-14,458,2,MX,32653,32.65
32578,2024-07-03,965,3,ES,30734,215.14
32579,2024-07-26,668,2,CO,16947,16.95
32580,2025-05-04,46,4,US,16885,202.62
32581,2025-07-17,218,2,CL,42301,42.3
32582,2025-05-26,256,2,BR,8840,8.84
32583,2025-07-04,580,1,AR,18686,74.74
32584,2024-11-27,310,2,CO,13471,13.47
32585,2024-06-09,586,2,MX,10906,10.91
32586,2024-03-11,167,3,ES,48229,337.6
32587,2024-09-06,6,1,MX,1512,6.05
32588,2024-02-15,848,3,US,26179,183.25
32589,2025-12-18,749,3,US,12849,89.94
32590,2026-02-22,238,1,US,47531,190.12
32591,2024-05-17,867,1,BR,4611,18.44
32592,2025-03-07,862,4,CO,11053,132.64
32593,2025-09-17,107,5,AR,20298,101.49
32594,2024-03-05,1,4,BR,43997,527.96
32595,2026-01-14,83,1,US,27480,109.92
32596,2025-12-22,558,3,ES,30770,215.39
32597,2026-01-09,975,1,CO,41252,165.01
32598,2025-10-21,876,4,AR,22506,270.07
32599,2024-08-01,563,5,BR,41963,209.81
32600,2025-09-01,998,1,BR,29391,117.56
32601,2025-09-26,601,1,CO,28285,113.14
32602,2024-06-21,644,2,CL,28775,28.78
32603,2024-08-03,951,1,CL,15877,63.51
32604,2025-03-22,331,2,BR,46921,46.92
32605,2025-08-02,557,1,ES,11084,44.34
32606,2025-12-31,120,3,AR,48231,337.62
32607,2025-04-15,306,1,AR,45930,183.72
32608,2024-06-23,55,2,BR,24017,24.02
32609,2026-03-14,556,1,ES,29917,119.67
32610,2024-05-24,22,1,BR,19283,77.13
32611,2025-05-07,927,1,BR,32068,128.27
32612,2025-01-29,707,4,MX,8409,100.91
32613,2026-01-27,91,4,US,3753,45.04
32614,2024-09-08,753,3,CL,48781,341.47
32615,2025-07-17,656,1,ES,4908,19.63
32616,2025-11-14,487,2,CO,22020,22.02
32617,2025-01-11,348,2,ES,17126,17.13
32618,2025-05-16,600,2,MX,18859,18.86
32619,2026-02-22,114,1,MX,6995,27.98
32620,2024-03-15,795,1,CO,49292,197.17
32621,2025-03-22,53,5,ES,32332,161.66
32622,2025-04-08,802,1,ES,34848,139.39
32623,2026-03-17,664,3,CO,6570,45.99
32624,2025-06-04,363,1,BR,26264,105.06
32625,2024-09-15,946,2,ES,329,0.33
32626,2025-05-25,70,4,AR,24102,289.22
32627,2024-02-09,5,3,CL,34608,242.26
32628,2024-02-26,331,2,AR,43888,43.89
32629,2024-05-24,576,3,AR,4664,32.65
32630,2026-02-19,846,5,CO,11987,59.94
32631,2025-07-13,282,5,MX,5684,28.42
32632,2026-02-23,938,1,ES,31790,127.16
32633,2026-03-25,805,1,US,17767,71.07
32634,2025-12-06,154,3,CO,24317,170.22
32635,2025-04-21,17,1,MX,21303,85.21
32636,2025-02-27,134,1,AR,2139,8.56
32637,2024-09-11,857,2,CL,23710,23.71
32638,2024-04-02,519,1,MX,33289,133.16
32639,2025-09-01,67,4,MX,22459,269.51
32640,2025-12-01,382,3,MX,17672,123.7
32641,2026-03-15,796,1,BR,46779,187.12
32642,2024-10-02,739,2,ES,16533,16.53
32643,2025-12-07,850,4,CO,23486,281.83
32644,2025-03-04,484,1,ES,19206,76.82
32645,2024-10-26,183,4,MX,15553,186.64
32646,2024-09-05,180,2,BR,1634,1.63
32647,2024-07-12,465,1,CL,48414,193.66
32648,2024-10-04,564,2,AR,17973,17.97
32649,2025-03-10,631,5,MX,40256,201.28
32650,2024-05-23,388,3,CO,8464,59.25
32651,2025-02-13,643,5,CL,8384,41.92
32652,2025-07-19,986,5,CO,16838,84.19
32653,2024-08-17,516,3,AR,14801,103.61
32654,2024-06-04,724,2,US,12770,12.77
32655,2024-10-25,244,1,AR,28020,112.08
32656,2024-11-30,187,1,ES,19231,76.92
32657,2025-08-09,781,1,BR,16406,65.62
32658,2025-09-22,584,2,CL,8830,8.83
32659,2024-09-19,861,1,MX,838,3.35
32660,2024-02-09,296,1,US,33288,133.15
32661,2025-09-28,801,2,MX,20568,20.57
32662,2025-04-10,11,3,AR,31302,219.11
32663,2024-02-03,242,2,ES,676,0.68
32664,2024-04-28,721,1,AR,43640,174.56
32665,2025-12-09,436,4,BR,6078,72.94
32666,2025-01-28,782,1,MX,23919,95.68
32667,2024-03-16,806,2,BR,14775,14.78
32668,2026-03-04,10,2,US,9483,9.48
32669,2024-05-12,356,4,BR,28602,343.22
32670,2024-09-18,144,3,CL,30095,210.66
32671,2024-07-20,442,4,ES,21220,254.64
32672,2025-03-09,432,2,CO,32919,32.92
32673,2024-10-03,747,2,MX,16190,16.19
32674,2024-01-08,942,1,US,38793,155.17
32675,2024-03-26,882,2,ES,45021,45.02
32676,2024-01-30,323,3,MX,39721,278.05
32677,2025-02-04,579,2,CO,5470,5.47
32678,2024-04-02,452,4,CO,45233,542.8
32679,2024-11-26,855,1,MX,27991,111.96
32680,2024-11-07,240,1,US,29488,117.95
32681,2025-02-06,957,3,CL,1928,13.5
32682,2025-10-25,77,3,MX,13993,97.95
32683,2026-03-19,48,2,CO,13054,13.05
32684,2024-09-17,382,3,AR,44993,314.95
32685,2024-08-29,891,1,BR,7611,30.44
32686,2024-03-25,360,1,AR,6894,27.58
32687,2025-05-31,907,1,CL,694,2.78
32688,2026-03-14,797,3,CL,24560,171.92
32689,2025-09-30,114,1,CL,31953,127.81
32690,2024-01-05,159,1,MX,34705,138.82
32691,2024-11-16,795,4,US,19926,239.11
32692,2024-07-15,546,2,US,10801,10.8
32693,2025-03-11,98,1,CL,43654,174.62
32694,2025-11-05,603,4,CO,5218,62.62
32695,2024-01-01,238,5,ES,39815,199.08
32696,2024-01-21,50,3,CL,6498,45.49
32697,2025-09-08,498,5,MX,20738,103.69
32698,2026-03-09,619,2,CL,12269,12.27
32699,2025-12-17,254,3,BR,2704,18.93
32700,2026-02-04,118,2,CL,9780,9.78
32701,2024-12-17,184,5,MX,17103,85.52
32702,2024-10-20,427,1,ES,23591,94.36
32703,2025-04-05,970,2,ES,14735,14.73
32704,2025-09-10,986,1,AR,19381,77.52
32705,2026-01-02,852,2,AR,16531,16.53
32706,2025-12-13,499,1,US,9537,38.15
32707,2024-05-28,348,2,ES,4619,4.62
32708,2026-02-25,384,1,AR,10762,43.05
32709,2025-10-29,807,1,CL,27292,109.17
32710,2026-01-14,134,1,CL,44213,176.85
32711,2024-03-27,432,5,ES,25284,126.42
32712,2025-10-28,463,4,US,14589,175.07
32713,2025-12-12,986,1,MX,23774,95.1
32714,2025-02-18,112,3,BR,46423,324.96
32715,2024-03-26,510,1,MX,46893,187.57
32716,2026-03-21,789,3,US,27190,190.33
32717,2024-12-16,721,1,ES,9423,37.69
32718,2025-11-26,17,3,BR,39934,279.54
32719,2024-06-23,563,3,MX,34442,241.09
32720,2024-05-06,275,1,CO,32886,131.54
32721,2024-03-14,632,2,BR,33673,33.67
32722,2025-06-09,239,1,BR,35711,142.84
32723,2024-11-25,671,2,ES,32209,32.21
32724,2025-01-03,144,2,BR,49062,49.06
32725,2024-10-18,570,2,CO,36091,36.09
32726,2026-02-18,24,1,BR,31408,125.63
32727,2025-01-28,499,1,US,20197,80.79
32728,2025-05-06,368,3,MX,7008,49.06
32729,2024-03-11,682,3,BR,735,5.15
32730,2024-07-26,991,2,AR,41644,41.64
32731,2024-11-29,828,3,BR,39762,278.33
32732,2024-04-21,120,1,ES,49556,198.22
32733,2024-02-08,561,2,AR,4510,4.51
32734,2025-03-14,73,5,CO,13067,65.34
32735,2024-11-04,367,2,CO,2198,2.2
32736,2024-08-09,76,5,AR,14924,74.62
32737,2025-03-25,414,1,BR,6680,26.72
32738,2024-07-02,903,3,US,1416,9.91
32739,2024-12-18,396,1,MX,19476,77.9
32740,2025-11-09,207,1,CO,33246,132.98
32741,2024-10-30,944,2,US,43548,43.55
32742,2024-12-11,207,2,ES,13381,13.38
32743,2024-03-19,32,3,CO,8438,59.07
32744,2026-01-24,936,1,CO,48742,194.97
32745,2024-11-04,644,5,AR,49234,246.17
32746,2025-07-06,395,2,CL,41616,41.62
32747,2024-08-05,785,2,CL,9288,9.29
32748,2024-02-28,836,4,US,44843,538.12
32749,2025-03-05,780,1,BR,2213,8.85
32750,2025-03-16,317,4,BR,159,1.91
32751,2025-05-23,885,2,CL,19791,19.79
32752,2025-06-02,307,1,US,41605,166.42
32753,2025-10-11,460,3,CO,33830,236.81
32754,2025-06-21,534,2,CO,14268,14.27
32755,2024-10-31,340,4,US,46162,553.94
32756,2025-04-20,379,3,US,6487,45.41
32757,2025-06-24,487,3,US,28190,197.33
32758,2025-11-25,743,5,AR,12739,63.7
32759,2025-08-22,45,3,AR,28778,201.45
32760,2025-12-15,471,4,ES,522,6.26
32761,2024-06-24,570,1,CO,36746,146.98
32762,2024-08-14,817,2,AR,1114,1.11
32763,2025-07-08,738,1,BR,31892,127.57
32764,2024-12-23,841,5,BR,10401,52.01
32765,2026-01-20,300,1,CO,17573,70.29
32766,2025-03-07,223,4,US,31679,380.15
32767,2024-11-18,306,5,CL,14569,72.84
32768,2025-02-14,510,1,AR,6606,26.42
32769,2025-05-18,866,2,BR,7007,7.01
32770,2026-02-13,870,2,AR,26359,26.36
32771,2024-02-22,973,5,AR,34521,172.6
32772,2025-07-25,634,5,MX,18873,94.36
32773,2024-06-13,610,1,ES,19750,79.0
32774,2024-04-06,941,2,US,17495,17.5
32775,2025-07-18,999,3,MX,33359,233.51
32776,2024-03-21,403,1,AR,3893,15.57
32777,2025-01-29,107,1,BR,18814,75.26
32778,2025-10-03,80,2,US,20586,20.59
32779,2024-02-21,296,1,US,49082,196.33
32780,2025-09-03,76,1,BR,37356,149.42
32781,2024-05-04,863,5,MX,43356,216.78
32782,2024-09-02,139,1,CL,19444,77.78
32783,2024-06-11,544,3,CL,690,4.83
32784,2025-09-15,331,3,MX,5405,37.84
32785,2025-03-09,913,4,CO,1881,22.57
32786,2025-07-29,289,2,AR,10909,10.91
32787,2025-05-30,265,1,MX,47760,191.04
32788,2024-03-29,15,4,MX,2399,28.79
32789,2024-11-24,140,2,AR,26227,26.23
32790,2025-09-05,544,5,US,7227,36.13
32791,2024-07-05,989,3,US,28635,200.44
32792,2025-07-16,294,2,BR,29793,29.79
32793,2024-02-01,685,2,CO,35260,35.26
32794,2024-04-14,498,1,BR,11476,45.9
32795,2024-09-08,975,4,CO,378,4.54
32796,2026-02-04,516,1,CL,7514,30.06
32797,2025-09-21,32,4,BR,942,11.3
32798,2025-07-24,510,1,MX,29755,119.02
32799,2025-06-17,550,2,CO,35089,35.09
32800,2024-04-28,181,1,ES,9355,37.42
32801,2024-02-12,66,3,ES,15802,110.61
32802,2026-03-11,932,2,CO,27955,27.96
32803,2025-04-02,637,1,AR,14530,58.12
32804,2024-12-09,983,4,CL,49568,594.82
32805,2025-11-21,847,5,BR,45787,228.94
32806,2025-10-08,801,2,CO,2305,2.31
32807,2024-12-27,145,2,ES,46349,46.35
32808,2025-04-06,812,5,MX,3006,15.03
32809,2024-05-01,458,3,CO,12811,89.68
32810,2024-04-29,732,3,CL,16546,115.82
32811,2025-03-23,732,3,AR,30058,210.41
32812,2024-04-25,492,1,US,26374,105.5
32813,2024-09-06,732,2,CO,34306,34.31
32814,2024-07-14,630,5,US,25220,126.1
32815,2024-08-24,375,5,CO,19339,96.7
32816,2025-12-07,750,3,MX,39808,278.66
32817,2025-11-27,990,1,BR,14994,59.98
32818,2025-09-10,219,3,AR,46963,328.74
32819,2025-08-08,3,1,CO,14877,59.51
32820,2025-03-13,588,4,US,22514,270.17
32821,2024-10-05,17,1,MX,30800,123.2
32822,2024-01-26,71,4,CO,37663,451.96
32823,2025-03-03,607,2,CO,49037,49.04
32824,2024-10-01,569,3,BR,23287,163.01
32825,2025-03-12,501,1,ES,4448,17.79
32826,2024-04-20,621,5,MX,27707,138.53
32827,2025-10-02,966,2,CL,19212,19.21
32828,2025-12-13,350,3,CL,37945,265.62
32829,2026-01-24,917,2,MX,12143,12.14
32830,2025-12-19,692,4,BR,38993,467.92
32831,2024-06-01,42,4,CL,36465,437.58
32832,2024-08-25,420,4,MX,10457,125.48
32833,2024-01-07,449,1,MX,38948,155.79
32834,2025-11-02,374,5,CL,19871,99.36
32835,2024-06-01,336,1,CO,1026,4.1
32836,2024-05-26,795,1,BR,312,1.25
32837,2024-06-25,220,5,BR,20945,104.73
32838,2024-08-30,396,4,CL,9165,109.98
32839,2026-03-18,536,3,CO,15652,109.56
32840,2024-10-03,823,5,BR,18407,92.03
32841,2026-02-01,669,1,US,7631,30.52
32842,2024-07-07,887,2,US,34229,34.23
32843,2025-10-11,404,1,CL,40532,162.13
32844,2024-04-21,437,5,CL,43456,217.28
32845,2024-03-14,846,1,CO,28382,113.53
32846,2025-02-13,267,1,BR,26594,106.38
32847,2025-11-08,686,1,AR,16220,64.88
32848,2026-03-02,126,4,US,33968,407.62
32849,2026-01-21,648,1,US,20866,83.46
32850,2024-11-15,572,1,ES,45832,183.33
32851,2024-11-06,771,2,US,22899,22.9
32852,2024-04-19,456,2,CL,40274,40.27
32853,2026-02-14,553,4,ES,22853,274.24
32854,2025-05-22,54,2,MX,2266,2.27
32855,2025-05-19,342,2,ES,9434,9.43
32856,2025-05-24,826,1,AR,35875,143.5
32857,2024-10-01,305,2,ES,31003,31.0
32858,2025-01-20,972,5,ES,41610,208.05
32859,2024-12-10,974,1,BR,45530,182.12
32860,2025-02-02,742,1,MX,26217,104.87
32861,2025-11-27,710,1,CL,48793,195.17
32862,2024-07-20,301,2,ES,48385,48.38
32863,2025-11-08,934,5,CO,37458,187.29
32864,2024-08-15,908,2,CO,23661,23.66
32865,2024-05-29,200,2,MX,20879,20.88
32866,2024-10-06,512,2,CO,38128,38.13
32867,2026-01-07,925,3,CO,29917,209.42
32868,2025-12-13,542,1,CL,33683,134.73
32869,2024-10-16,244,3,ES,31093,217.65
32870,2024-07-17,952,2,BR,44564,44.56
32871,2026-02-15,421,5,MX,31539,157.69
32872,2025-01-31,552,2,US,17498,17.5
32873,2024-06-03,583,1,MX,30142,120.57
32874,2024-08-13,294,1,ES,17912,71.65
32875,2025-02-12,380,1,BR,19944,79.78
32876,2025-04-05,232,3,US,7306,51.14
32877,2025-10-31,932,2,ES,31256,31.26
32878,2025-05-20,903,1,US,26943,107.77
32879,2025-01-20,990,2,MX,35878,35.88
32880,2024-01-04,218,2,ES,44502,44.5
32881,2026-02-14,582,2,MX,24406,24.41
